Cancer site,Sex,Age group,Survival type,Stage,Survival time (years),Cohort,Country,Number of patients,Net survival,Net survival lower CI,Net survival upper CI
Lung,Persons,All ages,Age-standardised,Unstageable,1-year,2013-2017,England,492,52.2,47.9,57.0
Lung,Persons,15-44,Non-standardised,Unknown/missing,1-year,2013-2017,England,137,67.0,59.1,74.8
Lung,Persons,45-54,Non-standardised,Unknown/missing,1-year,2013-2017,England,447,43.8,39.2,48.3
Lung,Persons,55-64,Non-standardised,Unknown/missing,1-year,2013-2017,England,"1,499",33.0,30.6,35.3
Lung,Persons,65-74,Non-standardised,Unknown/missing,1-year,2013-2017,England,"3,635",26.5,25.0,27.9
Lung,Persons,75-99,Non-standardised,Unknown/missing,1-year,2013-2017,England,"9,030",20.0,19.1,20.9
Lung,Persons,All ages,Non-standardised,Unknown/missing,1-year,2013-2017,England,"14,748",24.0,23.3,24.8
Lung,Persons,All ages,Age-standardised,Unknown/missing,1-year,2013-2017,England,"14,748",29.1,28.2,30.0
Lung,Persons,15-44,Non-standardised,All stages combined,1-year,2013-2017,England,"1,786",56.9,54.6,59.2
Lung,Persons,45-54,Non-standardised,All stages combined,1-year,2013-2017,England,"8,775",46.2,45.1,47.2
Lung,Persons,55-64,Non-standardised,All stages combined,1-year,2013-2017,England,"29,533",44.8,44.2,45.4
Lung,Persons,65-74,Non-standardised,All stages combined,1-year,2013-2017,England,"61,764",41.7,41.3,42.1
Lung,Persons,75-99,Non-standardised,All stages combined,1-year,2013-2017,England,"81,769",32.0,31.6,32.3
Lung,Persons,All ages,Non-standardised,All stages combined,1-year,2013-2017,England,"183,627",38.2,38.0,38.4
Lung,Persons,All ages,Age-standardised,All stages combined,1-year,2013-2017,England,"183,627",40.6,40.3,40.9
Lung,Persons,15-54,Non-standardised,Stage 1,5-years,2013-2017,England,"1,338",80.7,77.9,83.5
Lung,Persons,55-64,Non-standardised,Stage 1,5-years,2013-2017,England,"4,137",66.0,63.8,68.1
Lung,Persons,65-74,Non-standardised,Stage 1,5-years,2013-2017,England,"10,123",58.6,57.1,60.1
Lung,Persons,75-99,Non-standardised,Stage 1,5-years,2013-2017,England,"13,338",38.5,36.6,40.3
Lung,Persons,All ages,Non-standardised,Stage 1,5-years,2013-2017,England,"28,936",51.6,50.5,52.7
Lung,Persons,All ages,Age-standardised,Stage 1,5-years,2013-2017,England,"28,936",56.6,55.6,57.7
Lung,Persons,15-54,Non-standardised,Stage 2,5-years,2013-2017,England,610,51.8,46.7,56.9
Lung,Persons,55-64,Non-standardised,Stage 2,5-years,2013-2017,England,"2,047",48.5,45.5,51.5
Lung,Persons,65-74,Non-standardised,Stage 2,5-years,2013-2017,England,"4,682",34.9,32.9,36.9
Lung,Persons,75-99,Non-standardised,Stage 2,5-years,2013-2017,England,"6,179",19.1,17.1,21.1
Lung,Persons,All ages,Non-standardised,Stage 2,5-years,2013-2017,England,"13,518",30.6,29.4,31.9
Lung,Persons,All ages,Age-standardised,Stage 2,5-years,2013-2017,England,"13,518",34.1,32.7,35.5
Lung,Persons,15-44,Non-standardised,Stage 3,5-years,2013-2017,England,281,30.7,23.7,37.6
Lung,Persons,45-54,Non-standardised,Stage 3,5-years,2013-2017,England,"1,808",23.6,21.0,26.1
Lung,Persons,55-64,Non-standardised,Stage 3,5-years,2013-2017,England,"6,269",17.7,16.4,19.0
Lung,Persons,65-74,Non-standardised,Stage 3,5-years,2013-2017,England,"12,515",12.6,11.8,13.5
Lung,Persons,75-99,Non-standardised,Stage 3,5-years,2013-2017,England,"14,831",6.0,5.2,6.8
Lung,Persons,All ages,Non-standardised,Stage 3,5-years,2013-2017,England,"35,704",11.5,11.0,12.0
Lung,Persons,All ages,Age-standardised,Stage 3,5-years,2013-2017,England,"35,704",12.6,12.0,13.3
Lung,Persons,15-44,Non-standardised,Stage 4,5-years,2013-2017,England,925,12.1,9.5,14.7
Lung,Persons,45-54,Non-standardised,Stage 4,5-years,2013-2017,England,"4,937",5.9,5.0,6.8
Lung,Persons,55-64,Non-standardised,Stage 4,5-years,2013-2017,England,"15,493",3.9,3.5,4.3
Lung,Persons,65-74,Non-standardised,Stage 4,5-years,2013-2017,England,"30,660",2.5,2.2,2.8
Lung,Persons,75-99,Non-standardised,Stage 4,5-years,2013-2017,England,"38,214",1.4,1.1,1.6
Lung,Persons,All ages,Non-standardised,Stage 4,5-years,2013-2017,England,"90,229",2.6,2.4,2.7
Lung,Persons,All ages,Age-standardised,Stage 4,5-years,2013-2017,England,"90,229",2.9,2.7,3.1
Lung,Persons,15-44,Non-standardised,Unstageable,5-years,2013-2017,England,34,:,:,:
Lung,Persons,45-54,Non-standardised,Unstageable,5-years,2013-2017,England,44,:,:,:
Lung,Persons,55-64,Non-standardised,Unstageable,5-years,2013-2017,England,88,:,:,:
Lung,Persons,65-74,Non-standardised,Unstageable,5-years,2013-2017,England,149,:,:,:
Lung,Persons,75-99,Non-standardised,Unstageable,5-years,2013-2017,England,177,21.5,13.8,29.2
Lung,Persons,All ages,Non-standardised,Unstageable,5-years,2013-2017,England,492,30.0,24.8,35.2
Lung,Persons,All ages,Age-standardised,Unstageable,5-years,2013-2017,England,492,:,:,:
Lung,Persons,15-44,Non-standardised,Unknown/missing,5-years,2013-2017,England,137,:,:,:
Lung,Persons,45-54,Non-standardised,Unknown/missing,5-years,2013-2017,England,447,:,:,:
Lung,Persons,55-64,Non-standardised,Unknown/missing,5-years,2013-2017,England,"1,499",16.6,14.4,18.8
Lung,Persons,65-74,Non-standardised,Unknown/missing,5-years,2013-2017,England,"3,635",11.4,10.1,12.6
Lung,Persons,75-99,Non-standardised,Unknown/missing,5-years,2013-2017,England,"9,030",4.5,3.8,5.2
Lung,Persons,All ages,Non-standardised,Unknown/missing,5-years,2013-2017,England,"14,748",8.4,7.8,9.1
Lung,Persons,All ages,Age-standardised,Unknown/missing,5-years,2013-2017,England,"14,748",:,:,:
Lung,Persons,15-44,Non-standardised,All stages combined,5-years,2013-2017,England,"1,786",35.9,33.4,38.5
Lung,Persons,45-54,Non-standardised,All stages combined,5-years,2013-2017,England,"8,775",21.7,20.6,22.7
Lung,Persons,55-64,Non-standardised,All stages combined,5-years,2013-2017,England,"29,533",19.4,18.8,20.0
Lung,Persons,65-74,Non-standardised,All stages combined,5-years,2013-2017,England,"61,764",16.8,16.4,17.2
Lung,Persons,75-99,Non-standardised,All stages combined,5-years,2013-2017,England,"81,769",10.0,9.6,10.4
Lung,Persons,All ages,Non-standardised,All stages combined,5-years,2013-2017,England,"183,627",14.6,14.4,14.9
Lung,Persons,All ages,Age-standardised,All stages combined,5-years,2013-2017,England,"183,627",16.2,16.0,16.5
Melanoma of Skin,Men,15-44,Non-standardised,Stage 1,1-year,2013-2017,England,"2,594",99.9,99.7,100.1
Melanoma of Skin,Men,45-54,Non-standardised,Stage 1,1-year,2013-2017,England,"2,974",100.0,99.8,100.2
Melanoma of Skin,Men,55-64,Non-standardised,Stage 1,1-year,2013-2017,England,"3,713",100.1,99.9,100.4
Melanoma of Skin,Men,65-74,Non-standardised,Stage 1,1-year,2013-2017,England,"4,974",101.0,100.8,101.3
Melanoma of Skin,Men,75-99,Non-standardised,Stage 1,1-year,2013-2017,England,"4,389",101.6,100.8,102.3
Melanoma of Skin,Men,All ages,Non-standardised,Stage 1,1-year,2013-2017,England,"18,644",100.7,100.5,100.8
Melanoma of Skin,Men,All ages,Age-standardised,Stage 1,1-year,2013-2017,England,"18,644",100.4,100.3,100.6
Melanoma of Skin,Men,15-44,Non-standardised,Stage 2,1-year,2013-2017,England,383,98.5,97.3,99.8
Melanoma of Skin,Men,45-54,Non-standardised,Stage 2,1-year,2013-2017,England,581,99.4,98.7,100.2
Melanoma of Skin,Men,55-64,Non-standardised,Stage 2,1-year,2013-2017,England,"1,039",98.8,97.9,99.6
Melanoma of Skin,Men,65-74,Non-standardised,Stage 2,1-year,2013-2017,England,"1,889",97.6,96.7,98.5
Melanoma of Skin,Men,75-99,Non-standardised,Stage 2,1-year,2013-2017,England,"2,982",94.7,93.4,96.0
Melanoma of Skin,Men,All ages,Non-standardised,Stage 2,1-year,2013-2017,England,"6,874",96.7,96.1,97.4
Melanoma of Skin,Men,All ages,Age-standardised,Stage 2,1-year,2013-2017,England,"6,874",98.0,97.5,98.5
Melanoma of Skin,Men,15-44,Non-standardised,Stage 3,1-year,2013-2017,England,251,95.7,93.2,98.3
Melanoma of Skin,Men,45-54,Non-standardised,Stage 3,1-year,2013-2017,England,320,95.0,92.5,97.4
Melanoma of Skin,Men,55-64,Non-standardised,Stage 3,1-year,2013-2017,England,424,94.0,91.7,96.4
Melanoma of Skin,Men,65-74,Non-standardised,Stage 3,1-year,2013-2017,England,554,94.6,92.4,96.7
Melanoma of Skin,Men,75-99,Non-standardised,Stage 3,1-year,2013-2017,England,610,87.1,83.7,90.5
Melanoma of Skin,Men,All ages,Non-standardised,Stage 3,1-year,2013-2017,England,"2,159",92.6,91.3,93.9
Melanoma of Skin,Men,All ages,Age-standardised,Stage 3,1-year,2013-2017,England,"2,159",93.8,92.6,94.9
Melanoma of Skin,Men,15-44,Non-standardised,Stage 4,1-year,2013-2017,England,70,54.3,42.8,65.9
Melanoma of Skin,Men,45-54,Non-standardised,Stage 4,1-year,2013-2017,England,86,46.7,36.2,57.1
Melanoma of Skin,Men,55-64,Non-standardised,Stage 4,1-year,2013-2017,England,170,50.7,43.1,58.2
Melanoma of Skin,Men,65-74,Non-standardised,Stage 4,1-year,2013-2017,England,264,53.6,47.5,59.7
Melanoma of Skin,Men,75-99,Non-standardised,Stage 4,1-year,2013-2017,England,330,46.0,40.2,51.7
Melanoma of Skin,Men,All ages,Non-standardised,Stage 4,1-year,2013-2017,England,920,49.7,46.4,53.1
Melanoma of Skin,Men,All ages,Age-standardised,Stage 4,1-year,2013-2017,England,920,50.8,46.8,55.2
Melanoma of Skin,Men,15-44,Non-standardised,Unstageable,1-year,2013-2017,England,,:,:,:
Melanoma of Skin,Men,45-54,Non-standardised,Unstageable,1-year,2013-2017,England,,:,:,:
Melanoma of Skin,Men,55-64,Non-standardised,Unstageable,1-year,2013-2017,England,,:,:,:
Melanoma of Skin,Men,65-74,Non-standardised,Unstageable,1-year,2013-2017,England,3,:,:,:
Melanoma of Skin,Men,75-99,Non-standardised,Unstageable,1-year,2013-2017,England,1,:,:,:
Melanoma of Skin,Men,All ages,Non-standardised,Unstageable,1-year,2013-2017,England,4,:,:,:
Melanoma of Skin,Men,All ages,Age-standardised,Unstageable,1-year,2013-2017,England,4,:,:,:
Melanoma of Skin,Men,15-44,Non-standardised,Unknown/missing,1-year,2013-2017,England,216,95.0,92.0,97.9
Melanoma of Skin,Men,45-54,Non-standardised,Unknown/missing,1-year,2013-2017,England,301,97.2,95.3,99.1
Melanoma of Skin,Men,55-64,Non-standardised,Unknown/missing,1-year,2013-2017,England,432,95.5,93.4,97.6
Melanoma of Skin,Men,65-74,Non-standardised,Unknown/missing,1-year,2013-2017,England,651,93.8,91.7,95.9
Melanoma of Skin,Men,75-99,Non-standardised,Unknown/missing,1-year,2013-2017,England,"1,209",86.2,83.6,88.7
Melanoma of Skin,Men,All ages,Non-standardised,Unknown/missing,1-year,2013-2017,England,"2,809",91.2,89.9,92.5
Melanoma of Skin,Men,All ages,Age-standardised,Unknown/missing,1-year,2013-2017,England,"2,809",93.9,92.8,95.1
Melanoma of Skin,Men,15-44,Non-standardised,All stages combined,1-year,2013-2017,England,"3,514",98.3,97.8,98.7
Melanoma of Skin,Men,45-54,Non-standardised,All stages combined,1-year,2013-2017,England,"4,262",98.3,97.8,98.7
Melanoma of Skin,Men,55-64,Non-standardised,All stages combined,1-year,2013-2017,England,"5,778",97.7,97.2,98.1
Melanoma of Skin,Men,65-74,Non-standardised,All stages combined,1-year,2013-2017,England,"8,335",97.8,97.3,98.2
Melanoma of Skin,Men,75-99,Non-standardised,All stages combined,1-year,2013-2017,England,"9,521",94.6,93.9,95.3
Melanoma of Skin,Men,All ages,Non-standardised,All stages combined,1-year,2013-2017,England,"31,410",96.9,96.6,97.2
Melanoma of Skin,Men,All ages,Age-standardised,All stages combined,1-year,2013-2017,England,"31,410",97.5,97.3,97.7
Melanoma of Skin,Men,15-44,Non-standardised,Stage 1,5-years,2013-2017,England,"2,594",98.8,98.2,99.5
Melanoma of Skin,Men,45-54,Non-standardised,Stage 1,5-years,2013-2017,England,"2,974",99.6,98.9,100.4
Melanoma of Skin,Men,55-64,Non-standardised,Stage 1,5-years,2013-2017,England,"3,713",99.9,98.9,100.9
Melanoma of Skin,Men,65-74,Non-standardised,Stage 1,5-years,2013-2017,England,"4,974",100.5,99.1,101.9
Melanoma of Skin,Men,75-99,Non-standardised,Stage 1,5-years,2013-2017,England,"4,389",94.8,90.9,98.8
Melanoma of Skin,Men,All ages,Non-standardised,Stage 1,5-years,2013-2017,England,"18,644",98.8,97.7,99.8
Melanoma of Skin,Men,All ages,Age-standardised,Stage 1,5-years,2013-2017,England,"18,644",99.0,98.2,99.7
Melanoma of Skin,Men,15-44,Non-standardised,Stage 2,5-years,2013-2017,England,383,81.5,75.8,87.2
Melanoma of Skin,Men,45-54,Non-standardised,Stage 2,5-years,2013-2017,England,581,82.7,78.4,87.0
Melanoma of Skin,Men,55-64,Non-standardised,Stage 2,5-years,2013-2017,England,"1,039",79.3,75.2,83.3
Melanoma of Skin,Men,65-74,Non-standardised,Stage 2,5-years,2013-2017,England,"1,889",76.8,73.5,80.1
Melanoma of Skin,Men,75-99,Non-standardised,Stage 2,5-years,2013-2017,England,"2,982",65.5,60.7,70.2
Melanoma of Skin,Men,All ages,Non-standardised,Stage 2,5-years,2013-2017,England,"6,874",73.1,70.7,75.5
Melanoma of Skin,Men,All ages,Age-standardised,Stage 2,5-years,2013-2017,England,"6,874",77.8,75.7,80.0
Melanoma of Skin,Men,15-44,Non-standardised,Stage 3,5-years,2013-2017,England,251,73.4,65.0,81.8
Melanoma of Skin,Men,45-54,Non-standardised,Stage 3,5-years,2013-2017,England,320,74.2,68.1,80.3
Melanoma of Skin,Men,55-64,Non-standardised,Stage 3,5-years,2013-2017,England,424,63.9,57.1,70.7
Melanoma of Skin,Men,65-74,Non-standardised,Stage 3,5-years,2013-2017,England,554,68.0,61.3,74.6
Melanoma of Skin,Men,75-99,Non-standardised,Stage 3,5-years,2013-2017,England,610,54.8,45.9,63.7
Melanoma of Skin,Men,All ages,Non-standardised,Stage 3,5-years,2013-2017,England,"2,159",65.1,61.4,68.8
Melanoma of Skin,Men,All ages,Age-standardised,Stage 3,5-years,2013-2017,England,"2,159",67.5,64.1,71.0
Melanoma of Skin,Men,15-44,Non-standardised,Stage 4,5-years,2013-2017,England,70,:,:,:
Melanoma of Skin,Men,45-54,Non-standardised,Stage 4,5-years,2013-2017,England,86,:,:,:
Melanoma of Skin,Men,55-64,Non-standardised,Stage 4,5-years,2013-2017,England,170,:,:,:
Melanoma of Skin,Men,65-74,Non-standardised,Stage 4,5-years,2013-2017,England,264,:,:,:
Melanoma of Skin,Men,75-99,Non-standardised,Stage 4,5-years,2013-2017,England,330,:,:,:
Melanoma of Skin,Men,All ages,Non-standardised,Stage 4,5-years,2013-2017,England,920,24.8,20.5,29.1
Melanoma of Skin,Men,All ages,Age-standardised,Stage 4,5-years,2013-2017,England,920,:,:,:
Melanoma of Skin,Men,15-44,Non-standardised,Unstageable,5-years,2013-2017,England,,:,:,:
Melanoma of Skin,Men,45-54,Non-standardised,Unstageable,5-years,2013-2017,England,,:,:,:
Melanoma of Skin,Men,55-64,Non-standardised,Unstageable,5-years,2013-2017,England,,:,:,:
Melanoma of Skin,Men,65-74,Non-standardised,Unstageable,5-years,2013-2017,England,3,:,:,:
Melanoma of Skin,Men,75-99,Non-standardised,Unstageable,5-years,2013-2017,England,1,:,:,:
Melanoma of Skin,Men,All ages,Non-standardised,Unstageable,5-years,2013-2017,England,4,:,:,:
Melanoma of Skin,Men,All ages,Age-standardised,Unstageable,5-years,2013-2017,England,4,:,:,:
Melanoma of Skin,Men,15-54,Non-standardised,Unknown/missing,5-years,2013-2017,England,517,86.1,82.5,89.7
Melanoma of Skin,Men,55-64,Non-standardised,Unknown/missing,5-years,2013-2017,England,432,80.7,75.9,85.4
Melanoma of Skin,Men,65-74,Non-standardised,Unknown/missing,5-years,2013-2017,England,651,80.6,76.2,85.0
Melanoma of Skin,Men,75-99,Non-standardised,Unknown/missing,5-years,2013-2017,England,"1,209",55.5,49.2,61.7
Melanoma of Skin,Men,All ages,Non-standardised,Unknown/missing,5-years,2013-2017,England,"2,809",71.2,68.2,74.3
Melanoma of Skin,Men,All ages,Age-standardised,Unknown/missing,5-years,2013-2017,England,"2,809",78.8,76.5,81.2
Melanoma of Skin,Men,15-44,Non-standardised,All stages combined,5-years,2013-2017,England,"3,514",93.4,92.3,94.5
Melanoma of Skin,Men,45-54,Non-standardised,All stages combined,5-years,2013-2017,England,"4,262",92.8,91.8,93.9
Melanoma of Skin,Men,55-64,Non-standardised,All stages combined,5-years,2013-2017,England,"5,778",90.1,88.9,91.4
Melanoma of Skin,Men,65-74,Non-standardised,All stages combined,5-years,2013-2017,England,"8,335",89.2,87.9,90.5
Melanoma of Skin,Men,75-99,Non-standardised,All stages combined,5-years,2013-2017,England,"9,521",75.1,72.5,77.7
Melanoma of Skin,Men,All ages,Non-standardised,All stages combined,5-years,2013-2017,England,"31,410",86.2,85.2,87.1
Melanoma of Skin,Men,All ages,Age-standardised,All stages combined,5-years,2013-2017,England,"31,410",89.0,88.3,89.7
Melanoma of Skin,Women,15-44,Non-standardised,Stage 1,1-year,2013-2017,England,"5,053",100.0,99.9,100.1
Melanoma of Skin,Women,45-54,Non-standardised,Stage 1,1-year,2013-2017,England,"4,352",100.0,99.9,100.1
Melanoma of Skin,Women,55-64,Non-standardised,Stage 1,1-year,2013-2017,England,"4,048",100.2,100.0,100.3
Melanoma of Skin,Women,65-74,Non-standardised,Stage 1,1-year,2013-2017,England,"4,416",100.6,100.4,100.8
Melanoma of Skin,Women,75-99,Non-standardised,Stage 1,1-year,2013-2017,England,"3,545",102.0,101.4,102.7
Melanoma of Skin,Women,All ages,Non-standardised,Stage 1,1-year,2013-2017,England,"21,414",100.5,100.4,100.6
Melanoma of Skin,Women,All ages,Age-standardised,Stage 1,1-year,2013-2017,England,"21,414",100.4,100.3,100.6
Melanoma of Skin,Women,15-44,Non-standardised,Stage 2,1-year,2013-2017,England,494,99.2,98.5,100.0
Melanoma of Skin,Women,45-54,Non-standardised,Stage 2,1-year,2013-2017,England,601,99.3,98.6,100.1
Melanoma of Skin,Women,55-64,Non-standardised,Stage 2,1-year,2013-2017,England,704,98.3,97.3,99.4
Melanoma of Skin,Women,65-74,Non-standardised,Stage 2,1-year,2013-2017,England,"1,277",98.0,97.0,99.0
Melanoma of Skin,Women,75-99,Non-standardised,Stage 2,1-year,2013-2017,England,"2,224",96.4,95.0,97.8
Melanoma of Skin,Women,All ages,Non-standardised,Stage 2,1-year,2013-2017,England,"5,300",97.6,97.0,98.3
Melanoma of Skin,Women,All ages,Age-standardised,Stage 2,1-year,2013-2017,England,"5,300",98.4,98.0,98.9
Melanoma of Skin,Women,15-44,Non-standardised,Stage 3,1-year,2013-2017,England,243,98.8,97.4,100.2
Melanoma of Skin,Women,45-54,Non-standardised,Stage 3,1-year,2013-2017,England,286,97.7,95.9,99.5
Melanoma of Skin,Women,55-64,Non-standardised,Stage 3,1-year,2013-2017,England,282,95.8,93.4,98.3
Melanoma of Skin,Women,65-74,Non-standardised,Stage 3,1-year,2013-2017,England,340,95.5,93.0,98.0
Melanoma of Skin,Women,75-99,Non-standardised,Stage 3,1-year,2013-2017,England,442,88.0,84.2,91.8
Melanoma of Skin,Women,All ages,Non-standardised,Stage 3,1-year,2013-2017,England,"1,593",94.4,93.1,95.7
Melanoma of Skin,Women,All ages,Age-standardised,Stage 3,1-year,2013-2017,England,"1,593",95.8,94.7,96.8
Melanoma of Skin,Women,15-44,Non-standardised,Stage 4,1-year,2013-2017,England,50,56.0,42.5,69.6
Melanoma of Skin,Women,45-54,Non-standardised,Stage 4,1-year,2013-2017,England,62,71.1,59.9,82.3
Melanoma of Skin,Women,55-64,Non-standardised,Stage 4,1-year,2013-2017,England,77,61.3,50.5,72.1
Melanoma of Skin,Women,65-74,Non-standardised,Stage 4,1-year,2013-2017,England,124,44.9,36.1,53.7
Melanoma of Skin,Women,75-99,Non-standardised,Stage 4,1-year,2013-2017,England,214,47.7,40.6,54.9
Melanoma of Skin,Women,All ages,Non-standardised,Stage 4,1-year,2013-2017,England,527,52.6,48.2,57.0
Melanoma of Skin,Women,All ages,Age-standardised,Stage 4,1-year,2013-2017,England,527,55.6,50.7,61.1
Melanoma of Skin,Women,15-44,Non-standardised,Unstageable,1-year,2013-2017,England,1,:,:,:
Melanoma of Skin,Women,45-54,Non-standardised,Unstageable,1-year,2013-2017,England,2,:,:,:
Melanoma of Skin,Women,55-64,Non-standardised,Unstageable,1-year,2013-2017,England,1,:,:,:
Melanoma of Skin,Women,65-74,Non-standardised,Unstageable,1-year,2013-2017,England,1,:,:,:
Melanoma of Skin,Women,75-99,Non-standardised,Unstageable,1-year,2013-2017,England,,:,:,:
Melanoma of Skin,Women,All ages,Non-standardised,Unstageable,1-year,2013-2017,England,5,:,:,:
Melanoma of Skin,Women,All ages,Age-standardised,Unstageable,1-year,2013-2017,England,5,:,:,:
Melanoma of Skin,Women,15-44,Non-standardised,Unknown/missing,1-year,2013-2017,England,334,98.9,97.7,100.0
Melanoma of Skin,Women,45-54,Non-standardised,Unknown/missing,1-year,2013-2017,England,270,98.7,97.3,100.1
Melanoma of Skin,Women,55-64,Non-standardised,Unknown/missing,1-year,2013-2017,England,327,98.0,96.3,99.7
Melanoma of Skin,Women,65-74,Non-standardised,Unknown/missing,1-year,2013-2017,England,486,96.1,94.2,98.1
Melanoma of Skin,Women,75-99,Non-standardised,Unknown/missing,1-year,2013-2017,England,990,89.8,87.1,92.4
Melanoma of Skin,Women,All ages,Non-standardised,Unknown/missing,1-year,2013-2017,England,"2,407",94.4,93.2,95.6
